tweet, sentimiento, negativa, neutral, positiva, defuzz, sent_defuzz, t_fuzz, t_defuzz, t_total
reading michael palin book the python years great book i also recommend warren buffet amp nelson mandela s bio, Positiva, 0.0, 0.694, 0.3, 5.26, Neutra, 0.0009248256683349609, 0.00027060508728027344, 0.0011954307556152344
i mean i m down with notre dame if i have to it s a good school i d be closer to dan i d enjoy it, Positiva, 0.0, 0.711, 0.3, 5.26, Neutra, 0.000782012939453125, 0.00025916099548339844, 0.0010411739349365234
i can t watch tv without a tivo and after all these years the time warner dvr still sucks, Negativa, 0.1, 0.857, 0.0, 4.81, Neutra, 0.0007767677307128906, 0.0002887248992919922, 0.0010654926300048828
i d say some sports writers are idiots for saying roger federer is one of the best ever in tennis roger federer is the best ever in tennis, Positiva, 0.0, 0.741, 0.3, 5.26, Neutra, 0.0009260177612304688, 0.00028014183044433594, 0.0012061595916748047
i still love my kindle but reading the new york times on it does not feel natural i miss the bloomingdale ads, Negativa, 0.1, 0.71, 0.2, 4.88, Neutra, 0.0009875297546386719, 0.0002779960632324219, 0.0012655258178710938
i love my kindle no more stacks of books to trip over on the way to the loo, Positiva, 0.1, 0.701, 0.2, 4.88, Neutra, 0.0008387565612792969, 0.0002753734588623047, 0.0011141300201416016
although today s keynote rocked for every great announcement at amp t shit on us just a little bit more, Negativa, 0.2, 0.661, 0.2, 4.61, Neutra, 0.0008955001831054688, 0.000263214111328125, 0.0011587142944335938
its not so much my obsession with cell phones but the iphone i m a slave to at amp t forever because of it, Negativa, 0.1, 0.912, 0.0, 4.81, Neutra, 0.0010628700256347656, 0.00031185150146484375, 0.0013747215270996094
fuzzball is more fun than at amp t p, Negativa, 0.0, 0.625, 0.4, 5.87, Neutra, 0.0007040500640869141, 0.00034499168395996094, 0.001049041748046875
today is a good day to dislike at amp t vote out of office indeed, Negativa, 0.2, 0.667, 0.2, 4.61, Neutra, 0.0007822513580322266, 0.0002570152282714844, 0.001039266586303711
got my wave sandbox invite extra excited too bad i have class now but i ll play with it soon enough io wave, Positiva, 0.1, 0.671, 0.2, 4.88, Neutra, 0.0011332035064697266, 0.00033354759216308594, 0.0014667510986328125
looks like summize has gone down too many tweets from wwdc perhaps, Negativa, 0.0, 0.815, 0.2, 4.98, Neutra, 0.0007352828979492188, 0.00031447410583496094, 0.0010497570037841797
thanks so much from one of your very happy kindle winners i was so surprised fabulous thank you best kathleen, Positiva, 0.0, 0.342, 0.7, 7.6, Positiva, 0.001074075698852539, 0.00024700164794921875, 0.0013210773468017578
man i kinda dislike apple right now case in point the iphone gs wish there was a video recorder app please, Negativa, 0.1, 0.686, 0.2, 4.88, Neutra, 0.0009751319885253906, 0.00028443336486816406, 0.0012595653533935547
i have a kindle amp sony prs like it physical device feels good font is nice pg turns are snappy enuf ui a little klunky, Positiva, 0.0, 0.699, 0.3, 5.26, Neutra, 0.0011219978332519531, 0.000331878662109375, 0.0014538764953613281
the kindle seems the best ereader but will it work in the uk and where can i get one, Positiva, 0.0, 0.867, 0.1, 4.91, Neutra, 0.0008952617645263672, 0.0003247261047363281, 0.0012199878692626953
i have a google addiction thank you for pointing that out hahaha, Positiva, 0.0, 0.567, 0.4, 5.87, Neutra, 0.0007464885711669922, 0.00029158592224121094, 0.0010380744934082031
dearest you rich bastards the visa card you sent me doesn t work why screw a little guy like me, Negativa, 0.2, 0.467, 0.3, 4.79, Neutra, 0.0009214878082275391, 0.0002548694610595703, 0.0011763572692871094
excited about seeing bobby flay and guy fieri tomorrow at the great american food amp music fest, Positiva, 0.0, 0.698, 0.3, 5.26, Neutra, 0.0007262229919433594, 0.0002300739288330078, 0.0009562969207763672
gonna go see bobby flay moro at shoreline eat and drink gonna be good, Positiva, 0.0, 0.818, 0.2, 4.98, Neutra, 0.0007779598236083984, 0.0003349781036376953, 0.0011129379272460938
can t wait for the great american food and music festival at shoreline tomorrow mmm katz pastrami and bobby flay yes please, Positiva, 0.0, 0.58, 0.4, 5.87, Neutra, 0.0011363029479980469, 0.0003325939178466797, 0.0014688968658447266
my dad was in ny for a day we ate at mesa grill last night and met bobby flay so much fun except i completely lost my voice today, Positiva, 0.1, 0.802, 0.1, 4.81, Neutra, 0.0011701583862304688, 0.0002956390380859375, 0.0014657974243164062
fighting with latex again, Negativa, 0.5, 0.545, 0.0, 1.67, Negativa, 0.00040268898010253906, 0.0002193450927734375, 0.0006220340728759766
we love you too and don t want you to die latex the devil, Negativa, 0.4, 0.395, 0.2, 3.99, Neutra, 0.0008790493011474609, 0.00027370452880859375, 0.0011527538299560547
hours hours of inkscape crashing normally solid as a rock hours of latex complaining at the slightest thing i can t take any more, Negativa, 0.1, 0.848, 0.1, 4.81, Neutra, 0.0010447502136230469, 0.0003018379211425781, 0.001346588134765625
shit s hitting the fan in iran craziness indeed iranelection, Negativa, 0.4, 0.414, 0.2, 3.99, Neutra, 0.0006413459777832031, 0.0003108978271484375, 0.0009522438049316406
monday already iran may implode kitchen is a disaster seems happy had a nice weekend and is great whoop, Negativa, 0.1, 0.469, 0.4, 5.67, Neutra, 0.0009543895721435547, 0.0003464221954345703, 0.001300811767578125
getting ready to test out some burger receipes this weekend bobby flay has some great receipes to try thanks bobby, Positiva, 0.0, 0.642, 0.4, 5.87, Neutra, 0.0008375644683837891, 0.00026535987854003906, 0.0011029243469238281
i lam so in love with bobby flay he is my favorite rt you need a place in phoenix we have great peppers here, Positiva, 0.0, 0.621, 0.4, 5.87, Neutra, 0.0009665489196777344, 0.00028252601623535156, 0.001249074935913086
i just created my first latex file from scratch that didn t work out very well see it s a great time waster, Negativa, 0.0, 0.653, 0.3, 5.26, Neutra, 0.0009739398956298828, 0.0002760887145996094, 0.0012500286102294922
using linux and loving it so much nicer than windows looking forward to using the wysiwyg latex editor, Positiva, 0.0, 0.693, 0.3, 5.26, Neutra, 0.0009045600891113281, 0.0002779960632324219, 0.00118255615234375
after using latex a lot any other typeset mathematics just looks hideous, Positiva, 0.0, 1.0, 0.0, 4.91, Neutra, 0.0006122589111328125, 0.00038433074951171875, 0.0009965896606445312
on that note i hate word i hate pages i hate latex there i said it i hate latex all you texn rds can come kill me now, Negativa, 0.5, 0.48, 0.0, 1.67, Negativa, 0.0011186599731445312, 0.0002589225769042969, 0.0013775825500488281
ahhh back in a real text editing environment i lt latex, Positiva, 0.0, 1.0, 0.0, 4.91, Neutra, 0.0005750656127929688, 0.00031280517578125, 0.0008878707885742188
trouble in iran i see hmm iran iran so far away flockofseagullsweregeopoliticallycorrect, Negativa, 0.2, 0.787, 0.0, 4.52, Neutra, 0.0006387233734130859, 0.0002894401550292969, 0.0009281635284423828
reading the tweets coming out of iran the whole thing is terrifying and incredibly sad, Negativa, 0.4, 0.647, 0.0, 3.09, Negativa, 0.000835418701171875, 0.00028228759765625, 0.001117706298828125
